Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
app-create campaign suite,Chrome 98.0.4758.82,,,2022-02-11 10:50:35,2022-02-11 10:56:52,6m - 16.994s,PASSED
,,,,,,,
Test Cases/Everyday create campaign/App-Create campaign/App-Brand campaign,Chrome 98.0.4758.82,,create campaign,2022-02-11 10:50:35,2022-02-11 10:52:17,1m - 41.694s,PASSED
"openBrowser("""")",Chrome 98.0.4758.82,,,2022-02-11 10:50:36,2022-02-11 10:50:38,2.552s,PASSED
"setViewPortSize(1550, 900)",Chrome 98.0.4758.82,,,2022-02-11 10:50:38,2022-02-11 10:50:39,0.167s,PASSED
"navigateToUrl(""https://app.adroot.io/auth/signin"")",Chrome 98.0.4758.82,,,2022-02-11 10:50:39,2022-02-11 10:50:41,1.915s,PASSED
"setText(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Login/input_E-mail_email""), ""makronmanuel01@gmail.com"")",Chrome 98.0.4758.82,,,2022-02-11 10:50:41,2022-02-11 10:50:45,4.134s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Login/input_Password_password""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 98.0.4758.82,,,2022-02-11 10:50:45,2022-02-11 10:50:47,2.002s,PASSED
"click(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Login/button_Sign in""))",Chrome 98.0.4758.82,,,2022-02-11 10:50:47,2022-02-11 10:50:49,1.938s,PASSED
"click(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Campaigns/div_MakronOwner""))",Chrome 98.0.4758.82,,,2022-02-11 10:50:49,2022-02-11 10:50:52,2.982s,PASSED
"click(findTestObject(""Object Repository/App-Create campaign/Page_AdRoot  Campaigns/div_By Ruzan (app)""))",Chrome 98.0.4758.82,,,2022-02-11 10:50:52,2022-02-11 10:50:54,2.010s,PASSED
