Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
app-create campaign suite,Chrome 98.0.4758.102,,,2022-02-22 18:06:36,2022-02-22 18:11:21,4m - 45.205s,PASSED
,,,,,,,
Test Cases/Campaign/Create campaign/App-Create campaign/App-Brand campaign,Chrome 98.0.4758.102,,create campaign,2022-02-22 18:06:36,2022-02-22 18:07:36,1m - 0.368s,PASSED
"openBrowser("""")",Chrome 98.0.4758.102,,,2022-02-22 18:06:36,2022-02-22 18:06:39,2.376s,PASSED
"setViewPortSize(1550, 900)",Chrome 98.0.4758.102,,,2022-02-22 18:06:39,2022-02-22 18:06:39,0.170s,PASSED
"navigateToUrl(""https://app.adroot.io/auth/signin"")",Chrome 98.0.4758.102,,,2022-02-22 18:06:39,2022-02-22 18:06:53,14.476s,PASSED
"setText(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Login/input_E-mail_email""), ""makronmanuel01@gmail.com"")",Chrome 98.0.4758.102,,,2022-02-22 18:06:53,2022-02-22 18:06:54,0.936s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Login/input_Password_password""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 98.0.4758.102,,,2022-02-22 18:06:54,2022-02-22 18:06:55,0.559s,PASSED
"click(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Login/button_Sign in""))",Chrome 98.0.4758.102,,,2022-02-22 18:06:55,2022-02-22 18:06:55,0.548s,PASSED
"click(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Campaigns/div_MakronOwner""))",Chrome 98.0.4758.102,,,2022-02-22 18:06:55,2022-02-22 18:06:59,3.897s,PASSED
"click(findTestObject(""Object Repository/App-Create campaign/Page_AdRoot  Campaigns/div_By Ruzan (app)""))",Chrome 98.0.4758.102,,,2022-02-22 18:06:59,2022-02-22 18:07:00,0.534s,PASSED
"click(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Dashboard/a_Campaigns""))",Chrome 98.0.4758.102,,,2022-02-22 18:07:00,2022-02-22 18:07:02,2.489s,PASSED
"click(findTestObject(""Regular Create campaign/Page_AdRoot  Campaigns/div_Campaign View""))",Chrome 98.0.4758.102,,,2022-02-22 18:07:02,2022-02-22 18:07:07,4.513s,PASSED
"click(findTestObject(""Regular Create campaign/Page_AdRoot  Campaigns/div_New Campaign""))",Chrome 98.0.4758.102,,,2022-02-22 18:07:07,2022-02-22 18:07:07,0.535s,PASSED
"setText(findTestObject(""Page_AdRoot  Create Campaign Steps/input_Campaign name_custom-input""), ""appadroot1"")",Chrome 98.0.4758.102,,,2022-02-22 18:07:07,2022-02-22 18:07:10,2.129s,PASSED
"click(findTestObject(""Regular Create campaign/Page_AdRoot  Campaigns/Page_AdRoot  Create Campaign Steps/span_Name is taken""))",Chrome 98.0.4758.102,,,2022-02-22 18:07:10,2022-02-22 18:07:10,0.522s,PASSED
"click(findTestObject(""Goals/Goals/Page_AdRoot  Create Campaign Steps/div_Brand Awareness""))",Chrome 98.0.4758.102,,,2022-02-22 18:07:10,2022-02-22 18:07:11,0.484s,PASSED
"Ms = verifyTextPresent(""Name is taken"", false)",Chrome 98.0.4758.102,,,2022-02-22 18:07:11,2022-02-22 18:07:11,0.359s,PASSED
"if (Ms.equals(""true""))",Chrome 98.0.4758.102,,,2022-02-22 18:07:11,2022-02-22 18:07:12,1.194s,PASSED
"verifyElementPresent(findTestObject(""Step2/Page_AdRoot  Create Campaign Steps/div_GS PubSense""), 0)",Chrome 98.0.4758.102,,,2022-02-22 18:07:12,2022-02-22 18:07:13,1.218s,PASSED
"verifyElementPresent(findTestObject(""Step2/Page_AdRoot  Create Campaign Steps/div_Artashes Mxchyan""), 0)",Chrome 98.0.4758.102,,,2022-02-22 18:07:13,2022-02-22 18:07:14,0.319s,PASSED
"click(findTestObject(""Step2/Page_AdRoot  Create Campaign Steps/button_Next Step""))",Chrome 98.0.4758.102,,,2022-02-22 18:07:14,2022-02-22 18:07:14,0.379s,PASSED
"click(findTestObject(""Object Repository/Step2/Page_AdRoot  Create Campaign Steps/Page_AdRoot  Create Campaign Steps/input_Primary Text_invalid custom-input""))",Chrome 98.0.4758.102,,,2022-02-22 18:07:14,2022-02-22 18:07:16,1.511s,PASSED
