Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
app-create campaign suite,Chrome 98.0.4758.102,,,2022-02-21 10:33:52,2022-02-21 10:36:33,2m - 40.616s,PASSED
,,,,,,,
Test Cases/Everyday create campaign/App-Create campaign/App-Brand campaign,Chrome 98.0.4758.102,,create campaign,2022-02-21 10:33:52,2022-02-21 10:34:36,43.534s,PASSED
"openBrowser("""")",Chrome 98.0.4758.102,,,2022-02-21 10:33:53,2022-02-21 10:33:58,4.935s,PASSED
"setViewPortSize(1550, 900)",Chrome 98.0.4758.102,,,2022-02-21 10:33:58,2022-02-21 10:33:58,0.166s,PASSED
"navigateToUrl(""https://app.adroot.io/auth/signin"")",Chrome 98.0.4758.102,,,2022-02-21 10:33:58,2022-02-21 10:34:00,2.325s,PASSED
"setText(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Login/input_E-mail_email""), ""makronmanuel01@gmail.com"")",Chrome 98.0.4758.102,,,2022-02-21 10:34:00,2022-02-21 10:34:01,0.968s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Login/input_Password_password""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 98.0.4758.102,,,2022-02-21 10:34:01,2022-02-21 10:34:02,0.584s,PASSED
"click(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Login/button_Sign in""))",Chrome 98.0.4758.102,,,2022-02-21 10:34:02,2022-02-21 10:34:02,0.595s,PASSED
"click(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Campaigns/div_MakronOwner""))",Chrome 98.0.4758.102,,,2022-02-21 10:34:02,2022-02-21 10:34:04,1.985s,PASSED
"click(findTestObject(""Object Repository/App-Create campaign/Page_AdRoot  Campaigns/div_By Ruzan (app)""))",Chrome 98.0.4758.102,,,2022-02-21 10:34:04,2022-02-21 10:34:05,0.449s,PASSED
"click(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Dashboard/a_Campaigns""))",Chrome 98.0.4758.102,,,2022-02-21 10:34:05,2022-02-21 10:34:09,4.069s,PASSED
"click(findTestObject(""Regular Create campaign/Page_AdRoot  Campaigns/div_Campaign View""))",Chrome 98.0.4758.102,,,2022-02-21 10:34:09,2022-02-21 10:34:10,1.361s,PASSED
"click(findTestObject(""Regular Create campaign/Page_AdRoot  Campaigns/div_New Campaign""))",Chrome 98.0.4758.102,,,2022-02-21 10:34:10,2022-02-21 10:34:11,1.081s,PASSED
"setText(findTestObject(""Page_AdRoot  Create Campaign Steps/input_Campaign name_custom-input""), ""appadroot1"")",Chrome 98.0.4758.102,,,2022-02-21 10:34:11,2022-02-21 10:34:13,1.600s,PASSED
"click(findTestObject(""Regular Create campaign/Page_AdRoot  Campaigns/Page_AdRoot  Create Campaign Steps/span_Name is taken""))",Chrome 98.0.4758.102,,,2022-02-21 10:34:13,2022-02-21 10:34:14,0.952s,PASSED
"click(findTestObject(""Goals/Goals/Page_AdRoot  Create Campaign Steps/div_Brand Awareness""))",Chrome 98.0.4758.102,,,2022-02-21 10:34:14,2022-02-21 10:34:14,0.419s,PASSED
"Ms = verifyTextPresent(""Name is taken"", false)",Chrome 98.0.4758.102,,,2022-02-21 10:34:14,2022-02-21 10:34:15,0.347s,PASSED
"if (Ms.equals(""true""))",Chrome 98.0.4758.102,,,2022-02-21 10:34:15,2022-02-21 10:34:16,1.245s,PASSED
"verifyElementPresent(findTestObject(""Step2/Page_AdRoot  Create Campaign Steps/div_GS PubSense""), 0)",Chrome 98.0.4758.102,,,2022-02-21 10:34:16,2022-02-21 10:34:17,1.215s,PASSED
"verifyElementPresent(findTestObject(""Step2/Page_AdRoot  Create Campaign Steps/div_Artashes Mxchyan""), 0)",Chrome 98.0.4758.102,,,2022-02-21 10:34:17,2022-02-21 10:34:17,0.360s,PASSED
"click(findTestObject(""Step2/Page_AdRoot  Create Campaign Steps/button_Next Step""))",Chrome 98.0.4758.102,,,2022-02-21 10:34:17,2022-02-21 10:34:18,0.385s,PASSED
"click(findTestObject(""Object Repository/Step2/Page_AdRoot  Create Campaign Steps/Page_AdRoot  Create Campaign Steps/input_Primary Text_invalid custom-input""))",Chrome 98.0.4758.102,,,2022-02-21 10:34:18,2022-02-21 10:34:19,1.376s,PASSED
"setText(findTestObject(""Object Repository/Step2/Page_AdRoot  Create Campaign Steps/Page_AdRoot  Create Campaign Steps/input_Primary Text_invalid custom-input""), ""Social media"")",Chrome 98.0.4758.102,,,2022-02-21 10:34:19,2022-02-21 10:34:20,1.006s,PASSED
"setText(findTestObject(""Step2/Page_AdRoot  Create Campaign Steps/Page_AdRoot  Create Campaign Steps/input_Headline_custom-input""), ""Social media ads management "")",Chrome 98.0.4758.102,,,2022-02-21 10:34:20,2022-02-21 10:34:21,1.072s,PASSED
"setText(findTestObject(""Step2/Page_AdRoot  Create Campaign Steps/Page_AdRoot  Create Campaign Steps/input_Ad Description_custom-input""), ""Our Mission is to create one place for all advertising needs"")",Chrome 98.0.4758.102,,,2022-02-21 10:34:21,2022-02-21 10:34:23,1.311s,PASSED
"setText(findTestObject(""Step2/Page_AdRoot  Create Campaign Steps/input_Website URL_custom-input""), ""gsmediagroup.net"")",Chrome 98.0.4758.102,,,2022-02-21 10:34:23,2022-02-21 10:34:24,0.945s,PASSED
"click(findTestObject(""Step2/Page_AdRoot  Create Campaign Steps/div_Choose AD""))",Chrome 98.0.4758.102,,,2022-02-21 10:34:24,2022-02-21 10:34:24,0.636s,PASSED
"click(findTestObject(""Object Repository/App-Create campaign/Page_AdRoot  Create Campaign Steps/span_cropped-512adroot.jpg""))",Chrome 98.0.4758.102,,,2022-02-21 10:34:24,2022-02-21 10:34:25,0.808s,PASSED
"click(findTestObject(""Step3/Page_AdRoot  Create Campaign Steps/button_Select""))",Chrome 98.0.4758.102,,,2022-02-21 10:34:25,2022-02-21 10:34:26,0.531s,PASSED
"mouseOver(findTestObject(""Google display/Page_AdRoot  Create Campaign Steps/div_1052Business nameHeadlineChoose ADHeadlineAd DescriptionOpen""), STOP_ON_FAILURE)",Chrome 98.0.4758.102,,,2022-02-21 10:34:26,2022-02-21 10:34:26,0.644s,PASSED
