Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
app-create campaign suite,Chrome 98.0.4758.82,,,2022-02-14 10:45:52,2022-02-14 10:48:27,2m - 34.606s,PASSED
,,,,,,,
Test Cases/Everyday create campaign/App-Create campaign/App-Brand campaign,Chrome 98.0.4758.82,,create campaign,2022-02-14 10:45:52,2022-02-14 10:46:33,40.475s,PASSED
"openBrowser("""")",Chrome 98.0.4758.82,,,2022-02-14 10:45:53,2022-02-14 10:45:58,4.687s,PASSED
"setViewPortSize(1550, 900)",Chrome 98.0.4758.82,,,2022-02-14 10:45:58,2022-02-14 10:45:58,0.165s,PASSED
"navigateToUrl(""https://app.adroot.io/auth/signin"")",Chrome 98.0.4758.82,,,2022-02-14 10:45:58,2022-02-14 10:46:00,2.169s,PASSED
"setText(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Login/input_E-mail_email""), ""makronmanuel01@gmail.com"")",Chrome 98.0.4758.82,,,2022-02-14 10:46:00,2022-02-14 10:46:01,1.062s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Login/input_Password_password""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 98.0.4758.82,,,2022-02-14 10:46:01,2022-02-14 10:46:02,0.576s,PASSED
"click(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Login/button_Sign in""))",Chrome 98.0.4758.82,,,2022-02-14 10:46:02,2022-02-14 10:46:02,0.547s,PASSED
"click(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Campaigns/div_MakronOwner""))",Chrome 98.0.4758.82,,,2022-02-14 10:46:02,2022-02-14 10:46:04,1.776s,PASSED
"click(findTestObject(""Object Repository/App-Create campaign/Page_AdRoot  Campaigns/div_By Ruzan (app)""))",Chrome 98.0.4758.82,,,2022-02-14 10:46:04,2022-02-14 10:46:04,0.561s,PASSED
"click(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Dashboard/a_Campaigns""))",Chrome 98.0.4758.82,,,2022-02-14 10:46:04,2022-02-14 10:46:07,2.881s,PASSED
"click(findTestObject(""Regular Create campaign/Page_AdRoot  Campaigns/div_Campaign View""))",Chrome 98.0.4758.82,,,2022-02-14 10:46:07,2022-02-14 10:46:09,1.232s,PASSED
"click(findTestObject(""Regular Create campaign/Page_AdRoot  Campaigns/div_New Campaign""))",Chrome 98.0.4758.82,,,2022-02-14 10:46:09,2022-02-14 10:46:10,1.115s,PASSED
"setText(findTestObject(""Page_AdRoot  Create Campaign Steps/input_Campaign name_custom-input""), ""appadroot1"")",Chrome 98.0.4758.82,,,2022-02-14 10:46:10,2022-02-14 10:46:11,1.793s,PASSED
"click(findTestObject(""Regular Create campaign/Page_AdRoot  Campaigns/Page_AdRoot  Create Campaign Steps/span_Name is taken""))",Chrome 98.0.4758.82,,,2022-02-14 10:46:11,2022-02-14 10:46:12,0.523s,PASSED
"click(findTestObject(""Goals/Goals/Page_AdRoot  Create Campaign Steps/div_Brand Awareness""))",Chrome 98.0.4758.82,,,2022-02-14 10:46:12,2022-02-14 10:46:12,0.426s,PASSED
"Ms = verifyTextPresent(""Name is taken"", false)",Chrome 98.0.4758.82,,,2022-02-14 10:46:12,2022-02-14 10:46:13,0.366s,PASSED
"if (Ms.equals(""true""))",Chrome 98.0.4758.82,,,2022-02-14 10:46:13,2022-02-14 10:46:14,1.271s,PASSED
"verifyElementPresent(findTestObject(""Step2/Page_AdRoot  Create Campaign Steps/div_GS PubSense""), 0)",Chrome 98.0.4758.82,,,2022-02-14 10:46:14,2022-02-14 10:46:15,1.134s,PASSED
"verifyElementPresent(findTestObject(""Step2/Page_AdRoot  Create Campaign Steps/div_Artashes Mxchyan""), 0)",Chrome 98.0.4758.82,,,2022-02-14 10:46:15,2022-02-14 10:46:15,0.354s,PASSED
"click(findTestObject(""Step2/Page_AdRoot  Create Campaign Steps/button_Next Step""))",Chrome 98.0.4758.82,,,2022-02-14 10:46:15,2022-02-14 10:46:16,0.421s,PASSED
"click(findTestObject(""Object Repository/Step2/Page_AdRoot  Create Campaign Steps/Page_AdRoot  Create Campaign Steps/input_Primary Text_invalid custom-input""))",Chrome 98.0.4758.82,,,2022-02-14 10:46:16,2022-02-14 10:46:17,1.246s,PASSED
"setText(findTestObject(""Object Repository/Step2/Page_AdRoot  Create Campaign Steps/Page_AdRoot  Create Campaign Steps/input_Primary Text_invalid custom-input""), ""Social media"")",Chrome 98.0.4758.82,,,2022-02-14 10:46:17,2022-02-14 10:46:18,0.953s,PASSED
"setText(findTestObject(""Step2/Page_AdRoot  Create Campaign Steps/Page_AdRoot  Create Campaign Steps/input_Headline_custom-input""), ""Social media ads management "")",Chrome 98.0.4758.82,,,2022-02-14 10:46:18,2022-02-14 10:46:19,1.059s,PASSED
