Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SignUp with packages,Chrome 99.0.4844.51,,,2022-03-15 10:17:56,2022-03-15 10:21:00,3m - 4.092s,PASSED
,,,,,,,
Test Cases/SignUp/Sign-up with email/Sig-up email-free-from landing,Chrome 99.0.4844.51,,signup,2022-03-15 10:17:56,2022-03-15 10:18:42,45.484s,PASSED
"openBrowser("""")",Chrome 99.0.4844.51,,,2022-03-15 10:17:56,2022-03-15 10:18:00,3.978s,PASSED
"setViewPortSize(1700, 900)",Chrome 99.0.4844.51,,,2022-03-15 10:18:00,2022-03-15 10:18:01,0.167s,PASSED
"navigateToUrl(""http://adroot.io/"")",Chrome 99.0.4844.51,,,2022-03-15 10:18:01,2022-03-15 10:18:11,10.017s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot Ad Manager - One Place To Manag_7de57e/button_AGREE""))",Chrome 99.0.4844.51,,,2022-03-15 10:18:11,2022-03-15 10:18:11,0.576s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot Ad Manager - One Place To Manag_7de57e/a_Pricing""))",Chrome 99.0.4844.51,,,2022-03-15 10:18:11,2022-03-15 10:18:14,2.856s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_Pricing - AdRoot Ad Manager/a_Sign Up""))",Chrome 99.0.4844.51,,,2022-03-15 10:18:14,2022-03-15 10:18:25,11.168s,PASSED
"setText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_First name_first_name""), ""Ruzan"")",Chrome 99.0.4844.51,,,2022-03-15 10:18:25,2022-03-15 10:18:26,0.933s,PASSED
"setText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_Last name_last_name""), ""Test"")",Chrome 99.0.4844.51,,,2022-03-15 10:18:26,2022-03-15 10:18:27,0.736s,PASSED
"setText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_E-mail_email""), ""runayan@gmail.com"")",Chrome 99.0.4844.51,,,2022-03-15 10:18:27,2022-03-15 10:18:28,0.788s,PASSED
"setEncryptedText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_Password_password""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 99.0.4844.51,,,2022-03-15 10:18:28,2022-03-15 10:18:28,0.565s,PASSED
"setEncryptedText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_Confirm password_confirm""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 99.0.4844.51,,,2022-03-15 10:18:28,2022-03-15 10:18:29,0.778s,PASSED
"click(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/div_Confirm password_checkbox""))",Chrome 99.0.4844.51,,,2022-03-15 10:18:29,2022-03-15 10:18:29,0.506s,PASSED
"click(findTestObject(""SignUp/SignUp with email/Page_AdRoot  Sign up/button_Sign up""))",Chrome 99.0.4844.51,,,2022-03-15 10:18:29,2022-03-15 10:18:30,0.381s,PASSED
"Ms = verifyTextPresent(""The E-mail address exists."", false)",Chrome 99.0.4844.51,,,2022-03-15 10:18:30,2022-03-15 10:18:30,0.351s,PASSED
"if (Ms.equals(""true""))",Chrome 99.0.4844.51,,,2022-03-15 10:18:30,2022-03-15 10:18:32,1.378s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot  Dashboard/a_Campaigns""))",Chrome 99.0.4844.51,,,2022-03-15 10:18:32,2022-03-15 10:18:34,2.300s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot  Campaigns/div_Create""))",Chrome 99.0.4844.51,,,2022-03-15 10:18:34,2022-03-15 10:18:35,0.972s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot  Create Campaign Steps/span_Campaign name""))",Chrome 99.0.4844.51,,,2022-03-15 10:18:35,2022-03-15 10:18:36,0.852s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Campaigns/div_Account""))",Chrome 99.0.4844.51,,,2022-03-15 10:18:36,2022-03-15 10:18:36,0.531s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Campaigns/div_My Account""))",Chrome 99.0.4844.51,,,2022-03-15 10:18:36,2022-03-15 10:18:37,0.413s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Campaigns/div_Account settings""))",Chrome 99.0.4844.51,,,2022-03-15 10:18:37,2022-03-15 10:18:38,1.096s,PASSED
