Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Campaign copy,Chrome 98.0.4758.102,,,2022-03-02 10:49:09,2022-03-02 10:53:09,3m - 59.759s,FAILED
,,,,,,,
Test Cases/Campaign/Create campaign - Copy/dev-Create campaign copy/Dev-Brand campaign,Chrome 98.0.4758.102,,create campaign,2022-03-02 10:49:09,2022-03-02 10:49:53,43.055s,PASSED
"openBrowser("""")",Chrome 98.0.4758.102,,,2022-03-02 10:49:10,2022-03-02 10:49:12,2.254s,PASSED
"setViewPortSize(1550, 900)",Chrome 98.0.4758.102,,,2022-03-02 10:49:12,2022-03-02 10:49:12,0.151s,PASSED
"navigateToUrl(""https://dev2.adroot.io/auth/signin"")",Chrome 98.0.4758.102,,,2022-03-02 10:49:12,2022-03-02 10:49:14,1.991s,PASSED
"setText(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Login/input_E-mail_email""), ""makronmanuel01@gmail.com"")",Chrome 98.0.4758.102,,,2022-03-02 10:49:14,2022-03-02 10:49:15,0.996s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Login/input_Password_password""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 98.0.4758.102,,,2022-03-02 10:49:15,2022-03-02 10:49:16,0.588s,PASSED
"click(findTestObject(""Object Repository/Regular Create campaign/Page_AdRoot  Login/button_Sign in""))",Chrome 98.0.4758.102,,,2022-03-02 10:49:16,2022-03-02 10:49:16,0.526s,PASSED
"click(findTestObject(""Campaign copy/Page_AdRoot  Dashboard/img""))",Chrome 98.0.4758.102,,,2022-03-02 10:49:16,2022-03-02 10:49:18,1.790s,PASSED
"click(findTestObject(""Campaign copy/Page_AdRoot  Dashboard/div_By Ruzan (dev)""))",Chrome 98.0.4758.102,,,2022-03-02 10:49:18,2022-03-02 10:49:19,0.537s,PASSED
"click(findTestObject(""Campaign copy/Page_AdRoot  Dashboard/a_Campaigns""))",Chrome 98.0.4758.102,,,2022-03-02 10:49:19,2022-03-02 10:49:21,1.949s,PASSED
"click(findTestObject(""Regular Create campaign/Page_AdRoot  Campaigns/div_Campaign View""))",Chrome 98.0.4758.102,,,2022-03-02 10:49:21,2022-03-02 10:49:22,1.029s,PASSED
"click(findTestObject(""Regular Create campaign/Page_AdRoot  Campaigns/div_New Campaign""))",Chrome 98.0.4758.102,,,2022-03-02 10:49:22,2022-03-02 10:49:23,1.002s,PASSED
"setText(findTestObject(""Page_AdRoot  Create Campaign Steps/input_Campaign name_custom-input""), ""devadroot1"")",Chrome 98.0.4758.102,,,2022-03-02 10:49:23,2022-03-02 10:49:25,1.869s,PASSED
"click(findTestObject(""Regular Create campaign/Page_AdRoot  Campaigns/Page_AdRoot  Create Campaign Steps/span_Name is taken""))",Chrome 98.0.4758.102,,,2022-03-02 10:49:25,2022-03-02 10:49:25,0.517s,PASSED
"click(findTestObject(""Goals/Goals/Page_AdRoot  Create Campaign Steps/div_Brand Awareness""))",Chrome 98.0.4758.102,,,2022-03-02 10:49:25,2022-03-02 10:49:26,0.511s,PASSED
"Ms = verifyTextPresent(""Name is taken"", false)",Chrome 98.0.4758.102,,,2022-03-02 10:49:26,2022-03-02 10:49:26,0.368s,PASSED
"if (Ms.equals(""true""))",Chrome 98.0.4758.102,,,2022-03-02 10:49:26,2022-03-02 10:49:28,1.743s,PASSED
"verifyElementPresent(findTestObject(""Step2/Page_AdRoot  Create Campaign Steps/div_GS PubSense""), 0)",Chrome 98.0.4758.102,,,2022-03-02 10:49:28,2022-03-02 10:49:29,1.063s,PASSED
"verifyElementPresent(findTestObject(""Step2/Page_AdRoot  Create Campaign Steps/div_Artashes Mxchyan""), 0)",Chrome 98.0.4758.102,,,2022-03-02 10:49:29,2022-03-02 10:49:29,0.489s,PASSED
"click(findTestObject(""Step2/Page_AdRoot  Create Campaign Steps/button_Next Step""))",Chrome 98.0.4758.102,,,2022-03-02 10:49:29,2022-03-02 10:49:30,0.372s,PASSED
"click(findTestObject(""Object Repository/Step2/Page_AdRoot  Create Campaign Steps/Page_AdRoot  Create Campaign Steps/input_Primary Text_invalid custom-input""))",Chrome 98.0.4758.102,,,2022-03-02 10:49:30,2022-03-02 10:49:31,1.341s,PASSED
"setText(findTestObject(""Object Repository/Step2/Page_AdRoot  Create Campaign Steps/Page_AdRoot  Create Campaign Steps/input_Primary Text_invalid custom-input""), ""Social media"")",Chrome 98.0.4758.102,,,2022-03-02 10:49:31,2022-03-02 10:49:32,1.038s,PASSED
"setText(findTestObject(""Step2/Page_AdRoot  Create Campaign Steps/Page_AdRoot  Create Campaign Steps/input_Headline_custom-input""), ""Social media ads management "")",Chrome 98.0.4758.102,,,2022-03-02 10:49:32,2022-03-02 10:49:33,1.081s,PASSED
