Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SignUp with packages,Chrome 99.0.4844.51,,,2022-03-16 10:27:11,2022-03-16 10:32:35,5m - 24.825s,PASSED
,,,,,,,
Test Cases/SignUp/Sign-up with email/Sig-up email-free-from landing,Chrome 99.0.4844.51,,signup,2022-03-16 10:27:11,2022-03-16 10:29:13,2m - 1.542s,PASSED
"openBrowser("""")",Chrome 99.0.4844.51,,,2022-03-16 10:27:12,2022-03-16 10:27:16,4.877s,PASSED
"setViewPortSize(1700, 900)",Chrome 99.0.4844.51,,,2022-03-16 10:27:16,2022-03-16 10:27:17,0.137s,PASSED
"navigateToUrl(""http://adroot.io/"")",Chrome 99.0.4844.51,,,2022-03-16 10:27:17,2022-03-16 10:27:23,6.174s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot Ad Manager - One Place To Manag_7de57e/button_AGREE""))",Chrome 99.0.4844.51,,,2022-03-16 10:27:23,2022-03-16 10:27:36,13.464s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot Ad Manager - One Place To Manag_7de57e/a_Pricing""))",Chrome 99.0.4844.51,,,2022-03-16 10:27:36,2022-03-16 10:27:42,5.999s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_Pricing - AdRoot Ad Manager/a_Sign Up""))",Chrome 99.0.4844.51,,,2022-03-16 10:27:42,2022-03-16 10:28:19,36.668s,PASSED
"setText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_First name_first_name""), ""Ruzan"")",Chrome 99.0.4844.51,,,2022-03-16 10:28:19,2022-03-16 10:28:23,4.342s,PASSED
"setText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_Last name_last_name""), ""Test"")",Chrome 99.0.4844.51,,,2022-03-16 10:28:23,2022-03-16 10:28:27,3.891s,PASSED
"setText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_E-mail_email""), ""runayan@gmail.com"")",Chrome 99.0.4844.51,,,2022-03-16 10:28:27,2022-03-16 10:28:31,4.037s,PASSED
"setEncryptedText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_Password_password""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 99.0.4844.51,,,2022-03-16 10:28:31,2022-03-16 10:28:33,2.030s,PASSED
"setEncryptedText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_Confirm password_confirm""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 99.0.4844.51,,,2022-03-16 10:28:33,2022-03-16 10:28:35,1.993s,PASSED
"click(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/div_Confirm password_checkbox""))",Chrome 99.0.4844.51,,,2022-03-16 10:28:35,2022-03-16 10:28:37,1.937s,PASSED
"click(findTestObject(""SignUp/SignUp with email/Page_AdRoot  Sign up/button_Sign up""))",Chrome 99.0.4844.51,,,2022-03-16 10:28:37,2022-03-16 10:28:39,2.055s,PASSED
"Ms = verifyTextPresent(""The E-mail address exists."", false)",Chrome 99.0.4844.51,,,2022-03-16 10:28:39,2022-03-16 10:28:41,1.976s,PASSED
"if (Ms.equals(""true""))",Chrome 99.0.4844.51,,,2022-03-16 10:28:41,2022-03-16 10:28:47,5.943s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot  Dashboard/a_Campaigns""))",Chrome 99.0.4844.51,,,2022-03-16 10:28:47,2022-03-16 10:28:51,4.093s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot  Campaigns/div_Create""))",Chrome 99.0.4844.51,,,2022-03-16 10:28:51,2022-03-16 10:28:53,1.959s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot  Create Campaign Steps/span_Campaign name""))",Chrome 99.0.4844.51,,,2022-03-16 10:28:53,2022-03-16 10:28:56,3.014s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Campaigns/div_Account""))",Chrome 99.0.4844.51,,,2022-03-16 10:28:56,2022-03-16 10:28:58,1.949s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Campaigns/div_My Account""))",Chrome 99.0.4844.51,,,2022-03-16 10:28:58,2022-03-16 10:29:00,2.099s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Campaigns/div_Account settings""))",Chrome 99.0.4844.51,,,2022-03-16 10:29:00,2022-03-16 10:29:02,1.931s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Campaigns/button_Delete my Account""))",Chrome 99.0.4844.51,,,2022-03-16 10:29:02,2022-03-16 10:29:04,2.021s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Dashboard/div_Fill in your password_input-content""))",Chrome 99.0.4844.51,,,2022-03-16 10:29:04,2022-03-16 10:29:06,1.945s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Dashboard/input_Fill in your password_custom-input""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 99.0.4844.51,,,2022-03-16 10:29:06,2022-03-16 10:29:08,2.054s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Campaigns/button_Deleting Account""))",Chrome 99.0.4844.51,,,2022-03-16 10:29:08,2022-03-16 10:29:10,2.042s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Login/h2_Login into your account""), 0)",Chrome 99.0.4844.51,,,2022-03-16 10:29:10,2022-03-16 10:29:12,1.848s,PASSED
closeBrowser(),Chrome 99.0.4844.51,,,2022-03-16 10:29:12,2022-03-16 10:29:13,0.641s,PASSED
,,,,,,,
Test Cases/SignUp/Sign-up with email/SignUp with email and basic,Chrome 99.0.4844.51,,SignUp,2022-03-16 10:29:13,2022-03-16 10:30:31,1m - 18.068s,PASSED
"openBrowser("""")",Chrome 99.0.4844.51,,,2022-03-16 10:29:13,2022-03-16 10:29:14,1.350s,PASSED
"setViewPortSize(1600, 900)",Chrome 99.0.4844.51,,,2022-03-16 10:29:14,2022-03-16 10:29:14,0.151s,PASSED
"navigateToUrl(""https://app.adroot.io/auth/signin"")",Chrome 99.0.4844.51,,,2022-03-16 10:29:14,2022-03-16 10:29:17,2.256s,PASSED
"click(findTestObject(""Object Repository/SignUp/Page_AdRoot  Login/a_Sign up now""))",Chrome 99.0.4844.51,,,2022-03-16 10:29:17,2022-03-16 10:29:17,0.688s,PASSED
"setText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_First name_first_name""), ""Ruzan"")",Chrome 99.0.4844.51,,,2022-03-16 10:29:17,2022-03-16 10:29:19,1.331s,PASSED
"setText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_Last name_last_name""), ""Test"")",Chrome 99.0.4844.51,,,2022-03-16 10:29:19,2022-03-16 10:29:19,0.754s,PASSED
"setText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_E-mail_email""), ""runayan@gmail.com"")",Chrome 99.0.4844.51,,,2022-03-16 10:29:19,2022-03-16 10:29:20,0.882s,PASSED
"setEncryptedText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_Password_password""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 99.0.4844.51,,,2022-03-16 10:29:20,2022-03-16 10:29:21,0.651s,PASSED
"setEncryptedText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_Confirm password_confirm""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 99.0.4844.51,,,2022-03-16 10:29:21,2022-03-16 10:29:22,0.685s,PASSED
"click(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/div_Confirm password_checkbox""))",Chrome 99.0.4844.51,,,2022-03-16 10:29:22,2022-03-16 10:29:22,0.557s,PASSED
"click(findTestObject(""SignUp/SignUp with email/Page_AdRoot  Sign up/button_Sign up""))",Chrome 99.0.4844.51,,,2022-03-16 10:29:22,2022-03-16 10:29:23,0.455s,PASSED
"Ms = verifyTextPresent(""The E-mail address exists."", false)",Chrome 99.0.4844.51,,,2022-03-16 10:29:23,2022-03-16 10:29:23,0.322s,PASSED
"if (Ms.equals(""true""))",Chrome 99.0.4844.51,,,2022-03-16 10:29:23,2022-03-16 10:29:24,1.290s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot  Sign up/button_Sign up_1""))",Chrome 99.0.4844.51,,,2022-03-16 10:29:24,2022-03-16 10:29:26,1.762s,PASSED
"waitForElementPresent(findTestObject(""Choose packages/basic package/Page_AdRoot Technologies LLC/input__cardNumber""), 0)",Chrome 99.0.4844.51,,,2022-03-16 10:29:26,2022-03-16 10:29:32,5.950s,PASSED
"setText(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot Technologies LLC/input__cardNumber""), ""5406 6100 0080 8837"")",Chrome 99.0.4844.51,,,2022-03-16 10:29:32,2022-03-16 10:29:36,4.277s,PASSED
"setText(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot Technologies LLC/input__cardExpiry""), ""12 / 23"")",Chrome 99.0.4844.51,,,2022-03-16 10:29:36,2022-03-16 10:29:40,3.851s,PASSED
"setText(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot Technologies LLC/input__cardCvc""), ""403"")",Chrome 99.0.4844.51,,,2022-03-16 10:29:40,2022-03-16 10:29:44,3.973s,PASSED
"setText(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot Technologies LLC/input__billingName""), ""Harutyun Aghayan"")",Chrome 99.0.4844.51,,,2022-03-16 10:29:44,2022-03-16 10:29:48,4.176s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot Technologies LLC/div__SubmitButton-IconContainer""))",Chrome 99.0.4844.51,,,2022-03-16 10:29:48,2022-03-16 10:29:50,1.818s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot  Dashboard/img_No any notification_non-draggable-image_8aff0b""))",Chrome 99.0.4844.51,,,2022-03-16 10:29:50,2022-03-16 10:29:58,7.992s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot  Dashboard/div_My Account""))",Chrome 99.0.4844.51,,,2022-03-16 10:29:58,2022-03-16 10:30:00,2.104s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot  Dashboard/div_Payment""))",Chrome 99.0.4844.51,,,2022-03-16 10:30:00,2022-03-16 10:30:02,1.874s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot  Dashboard/div_8837""))",Chrome 99.0.4844.51,,,2022-03-16 10:30:02,2022-03-16 10:30:05,3.010s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot  Dashboard/div_View More_window-top-close""))",Chrome 99.0.4844.51,,,2022-03-16 10:30:05,2022-03-16 10:30:07,1.994s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot  Dashboard/a_Campaigns""))",Chrome 99.0.4844.51,,,2022-03-16 10:30:07,2022-03-16 10:30:09,2.142s,PASSED
