Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,Chrome 98.0.4758.102,,,2022-02-25 17:38:01,2022-02-25 17:39:36,1m - 34.708s,PASSED
,,,,,,,
Test Cases/Login/Login with email,Chrome 98.0.4758.102,,Login,2022-02-25 17:38:02,2022-02-25 17:38:13,10.865s,PASSED
"openBrowser("""")",Chrome 98.0.4758.102,,,2022-02-25 17:38:02,2022-02-25 17:38:05,2.593s,PASSED
"setViewPortSize(1200, 1000)",Chrome 98.0.4758.102,,,2022-02-25 17:38:05,2022-02-25 17:38:05,0.206s,PASSED
"navigateToUrl(""https://dev.adroot.io/auth/signin"")",Chrome 98.0.4758.102,,,2022-02-25 17:38:05,2022-02-25 17:38:07,2.577s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_AdRoot  Login/input_E-mail_email""), ""makronmanuel01@gmail.com"")",Chrome 98.0.4758.102,,,2022-02-25 17:38:07,2022-02-25 17:38:09,1.084s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_AdRoot  Login/input_Password_password""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 98.0.4758.102,,,2022-02-25 17:38:09,2022-02-25 17:38:09,0.667s,PASSED
"click(findTestObject(""Login/Page_AdRoot  Login/button_Sign in""))",Chrome 98.0.4758.102,,,2022-02-25 17:38:09,2022-02-25 17:38:10,0.614s,PASSED
"click(findTestObject(""Login/Page_AdRoot  Dashboard/a_Campaigns""))",Chrome 98.0.4758.102,,,2022-02-25 17:38:10,2022-02-25 17:38:13,2.721s,PASSED
,,,,,,,
Test Cases/Login/Login with Facebook and close,Chrome 98.0.4758.102,,Login,2022-02-25 17:38:13,2022-02-25 17:38:23,10.713s,PASSED
"openBrowser("""")",Chrome 98.0.4758.102,,,2022-02-25 17:38:13,2022-02-25 17:38:15,2.060s,PASSED
"setViewPortSize(1200, 1000)",Chrome 98.0.4758.102,,,2022-02-25 17:38:15,2022-02-25 17:38:15,0.154s,PASSED
"navigateToUrl(""https://dev.adroot.io/auth/signin"")",Chrome 98.0.4758.102,,,2022-02-25 17:38:15,2022-02-25 17:38:18,2.926s,PASSED
"click(findTestObject(""Object Repository/Login/Page_AdRoot  Login/div_Sign In_login-icon""))",Chrome 98.0.4758.102,,,2022-02-25 17:38:18,2022-02-25 17:38:19,0.752s,PASSED
"switchToWindowTitle(""Facebook"")",Chrome 98.0.4758.102,,,2022-02-25 17:38:19,2022-02-25 17:38:21,1.545s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Facebook/input_Email or phone_email""), ""makronmanuel01@gmail.com"")",Chrome 98.0.4758.102,,,2022-02-25 17:38:21,2022-02-25 17:38:22,0.911s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_Facebook/input_Password_pass""), ""3Hxlzrj8FMHjaK0NqqRDzw=="")",Chrome 98.0.4758.102,,,2022-02-25 17:38:22,2022-02-25 17:38:22,0.530s,PASSED
"switchToWindowTitle(""AdRoot ‒ Login"")",Chrome 98.0.4758.102,,,2022-02-25 17:38:22,2022-02-25 17:38:22,0.050s,PASSED
