Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pause app,Chrome 98.0.4758.102,,,2022-02-21 10:48:13,2022-02-21 10:48:37,24.401s,PASSED
,,,,,,,
Test Cases/Everyday campaign pause/App-pause campaign,Chrome 98.0.4758.102,,Pause,2022-02-21 10:48:13,2022-02-21 10:48:37,24.121s,PASSED
"openBrowser("""")",Chrome 98.0.4758.102,,,2022-02-21 10:48:14,2022-02-21 10:48:16,2.306s,PASSED
"navigateToUrl(""https://app.adroot.io/auth/signin"")",Chrome 98.0.4758.102,,,2022-02-21 10:48:16,2022-02-21 10:48:18,2.142s,PASSED
"setText(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Login/input_E-mail_email""), ""makronmanuel01@gmail.com"")",Chrome 98.0.4758.102,,,2022-02-21 10:48:18,2022-02-21 10:48:19,1.009s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Login/input_Password_password""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 98.0.4758.102,,,2022-02-21 10:48:19,2022-02-21 10:48:20,0.635s,PASSED
"sendKeys(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Login/input_Password_password""), Keys.chord(ENTER))",Chrome 98.0.4758.102,,,2022-02-21 10:48:20,2022-02-21 10:48:20,0.562s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/img""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:20,2022-02-21 10:48:22,1.954s,PASSED
"click(findTestObject(""App-Create campaign/Page_AdRoot  Campaigns/div_By Ruzan (app)""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:22,2022-02-21 10:48:23,0.600s,PASSED
"click(findTestObject(""Pause dev campaign/Page_AdRoot  Dashboard/a_Campaigns""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:23,2022-02-21 10:48:26,2.866s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/div_Campaign View""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:26,2022-02-21 10:48:27,1.249s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/div_PAUSED_tree-dots dots-blue""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:27,2022-02-21 10:48:28,1.198s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/div_Pause""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:28,2022-02-21 10:48:29,0.595s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/button_Pause""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:29,2022-02-21 10:48:29,0.536s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/div_devadroot4428""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:29,2022-02-21 10:48:30,0.504s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/div_PAUSED_tree-dots dots-blue_1""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:30,2022-02-21 10:48:31,0.815s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/div_Pause""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:31,2022-02-21 10:48:31,0.507s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/button_Pause""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:31,2022-02-21 10:48:32,0.527s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/div_devadroot1390""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:32,2022-02-21 10:48:32,0.488s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/div_PAUSED_tree-dots dots-blue""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:32,2022-02-21 10:48:33,0.703s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/div_Pause""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:33,2022-02-21 10:48:33,0.623s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/button_Pause""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:33,2022-02-21 10:48:34,0.535s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/div_devadroot976""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:34,2022-02-21 10:48:34,0.528s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/div_PAUSED_tree-dots dots-blue_1""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:34,2022-02-21 10:48:35,0.694s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/div_Pause""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:35,2022-02-21 10:48:36,0.494s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/button_Pause""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:36,2022-02-21 10:48:36,0.540s,PASSED
"click(findTestObject(""Pause dev campaign/Page_AdRoot  Dashboard/a_Campaigns""))",Chrome 98.0.4758.102,,,2022-02-21 10:48:36,2022-02-21 10:48:37,0.511s,PASSED
closeBrowser(),Chrome 98.0.4758.102,,,2022-02-21 10:48:37,2022-02-21 10:48:37,0.645s,PASSED
