Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SignUp with packages,Chrome 99.0.4844.51,,,2022-03-14 10:31:24,2022-03-14 10:34:15,2m - 50.441s,PASSED
,,,,,,,
Test Cases/SignUp/Sign-up with email/Sig-up email-free-from landing,Chrome 99.0.4844.51,,signup,2022-03-14 10:31:25,2022-03-14 10:32:01,35.877s,PASSED
"openBrowser("""")",Chrome 99.0.4844.51,,,2022-03-14 10:31:25,2022-03-14 10:31:29,3.516s,PASSED
"setViewPortSize(1700, 900)",Chrome 99.0.4844.51,,,2022-03-14 10:31:29,2022-03-14 10:31:29,0.155s,PASSED
"navigateToUrl(""http://adroot.io/"")",Chrome 99.0.4844.51,,,2022-03-14 10:31:29,2022-03-14 10:31:36,7.078s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot Ad Manager - One Place To Manag_7de57e/button_AGREE""))",Chrome 99.0.4844.51,,,2022-03-14 10:31:36,2022-03-14 10:31:36,0.498s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot Ad Manager - One Place To Manag_7de57e/a_Pricing""))",Chrome 99.0.4844.51,,,2022-03-14 10:31:36,2022-03-14 10:31:39,2.421s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_Pricing - AdRoot Ad Manager/a_Sign Up""))",Chrome 99.0.4844.51,,,2022-03-14 10:31:39,2022-03-14 10:31:43,4.331s,PASSED
"setText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_First name_first_name""), ""Ruzan"")",Chrome 99.0.4844.51,,,2022-03-14 10:31:43,2022-03-14 10:31:45,2.122s,PASSED
"setText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_Last name_last_name""), ""Test"")",Chrome 99.0.4844.51,,,2022-03-14 10:31:45,2022-03-14 10:31:46,0.680s,PASSED
"setText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_E-mail_email""), ""runayan@gmail.com"")",Chrome 99.0.4844.51,,,2022-03-14 10:31:46,2022-03-14 10:31:47,0.741s,PASSED
"setEncryptedText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_Password_password""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 99.0.4844.51,,,2022-03-14 10:31:47,2022-03-14 10:31:47,0.568s,PASSED
"setEncryptedText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_Confirm password_confirm""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 99.0.4844.51,,,2022-03-14 10:31:47,2022-03-14 10:31:48,0.760s,PASSED
"click(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/div_Confirm password_checkbox""))",Chrome 99.0.4844.51,,,2022-03-14 10:31:48,2022-03-14 10:31:48,0.489s,PASSED
"click(findTestObject(""SignUp/SignUp with email/Page_AdRoot  Sign up/button_Sign up""))",Chrome 99.0.4844.51,,,2022-03-14 10:31:48,2022-03-14 10:31:49,0.381s,PASSED
"Ms = verifyTextPresent(""The E-mail address exists."", false)",Chrome 99.0.4844.51,,,2022-03-14 10:31:49,2022-03-14 10:31:49,0.327s,PASSED
"if (Ms.equals(""true""))",Chrome 99.0.4844.51,,,2022-03-14 10:31:49,2022-03-14 10:31:50,1.280s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot  Dashboard/a_Campaigns""))",Chrome 99.0.4844.51,,,2022-03-14 10:31:50,2022-03-14 10:31:53,2.136s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot  Campaigns/div_Create""))",Chrome 99.0.4844.51,,,2022-03-14 10:31:53,2022-03-14 10:31:54,0.929s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot  Create Campaign Steps/span_Campaign name""))",Chrome 99.0.4844.51,,,2022-03-14 10:31:54,2022-03-14 10:31:54,0.873s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Campaigns/div_Account""))",Chrome 99.0.4844.51,,,2022-03-14 10:31:54,2022-03-14 10:31:55,0.502s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Campaigns/div_My Account""))",Chrome 99.0.4844.51,,,2022-03-14 10:31:55,2022-03-14 10:31:55,0.408s,PASSED
