Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,Chrome 98.0.4758.102,,,2022-03-01 10:36:04,2022-03-01 10:38:03,1m - 58.913s,PASSED
,,,,,,,
Test Cases/Login/Login with email,Chrome 98.0.4758.102,,Login,2022-03-01 10:36:04,2022-03-01 10:36:39,34.510s,PASSED
"openBrowser("""")",Chrome 98.0.4758.102,,,2022-03-01 10:36:04,2022-03-01 10:36:07,2.215s,PASSED
"setViewPortSize(1200, 1000)",Chrome 98.0.4758.102,,,2022-03-01 10:36:07,2022-03-01 10:36:07,0.188s,PASSED
"navigateToUrl(""https://dev.adroot.io/auth/signin"")",Chrome 98.0.4758.102,,,2022-03-01 10:36:07,2022-03-01 10:36:09,1.935s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_AdRoot  Login/input_E-mail_email""), ""makronmanuel01@gmail.com"")",Chrome 98.0.4758.102,,,2022-03-01 10:36:09,2022-03-01 10:36:10,1.063s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_AdRoot  Login/input_Password_password""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 98.0.4758.102,,,2022-03-01 10:36:10,2022-03-01 10:36:10,0.561s,PASSED
"click(findTestObject(""Login/Page_AdRoot  Login/button_Sign in""))",Chrome 98.0.4758.102,,,2022-03-01 10:36:10,2022-03-01 10:36:11,0.570s,PASSED
"click(findTestObject(""Login/Page_AdRoot  Dashboard/a_Campaigns""))",Chrome 98.0.4758.102,,,2022-03-01 10:36:11,2022-03-01 10:36:39,27.669s,PASSED
,,,,,,,
Test Cases/Login/Login with Facebook and close,Chrome 98.0.4758.102,,Login,2022-03-01 10:36:39,2022-03-01 10:36:48,9.081s,PASSED
"openBrowser("""")",Chrome 98.0.4758.102,,,2022-03-01 10:36:39,2022-03-01 10:36:41,1.900s,PASSED
"setViewPortSize(1200, 1000)",Chrome 98.0.4758.102,,,2022-03-01 10:36:41,2022-03-01 10:36:41,0.152s,PASSED
"navigateToUrl(""https://dev.adroot.io/auth/signin"")",Chrome 98.0.4758.102,,,2022-03-01 10:36:41,2022-03-01 10:36:43,2.010s,PASSED
"click(findTestObject(""Object Repository/Login/Page_AdRoot  Login/div_Sign In_login-icon""))",Chrome 98.0.4758.102,,,2022-03-01 10:36:43,2022-03-01 10:36:44,0.703s,PASSED
"switchToWindowTitle(""Facebook"")",Chrome 98.0.4758.102,,,2022-03-01 10:36:44,2022-03-01 10:36:45,1.466s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Facebook/input_Email or phone_email""), ""makronmanuel01@gmail.com"")",Chrome 98.0.4758.102,,,2022-03-01 10:36:45,2022-03-01 10:36:46,0.787s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_Facebook/input_Password_pass""), ""3Hxlzrj8FMHjaK0NqqRDzw=="")",Chrome 98.0.4758.102,,,2022-03-01 10:36:46,2022-03-01 10:36:46,0.607s,PASSED
"switchToWindowTitle(""AdRoot ‒ Login"")",Chrome 98.0.4758.102,,,2022-03-01 10:36:46,2022-03-01 10:36:46,0.034s,PASSED
"verifyTextPresent(""Login into your account"", false)",Chrome 98.0.4758.102,,,2022-03-01 10:36:47,2022-03-01 10:36:47,0.359s,PASSED
closeBrowser(),Chrome 98.0.4758.102,,,2022-03-01 10:36:47,2022-03-01 10:36:48,0.762s,PASSED
,,,,,,,
Test Cases/Login/Login with Facebook,Chrome 98.0.4758.102,,Login,2022-03-01 10:36:48,2022-03-01 10:37:04,16.034s,PASSED
"openBrowser("""")",Chrome 98.0.4758.102,,,2022-03-01 10:36:48,2022-03-01 10:36:49,1.290s,PASSED
"setViewPortSize(1200, 1000)",Chrome 98.0.4758.102,,,2022-03-01 10:36:49,2022-03-01 10:36:49,0.139s,PASSED
"navigateToUrl(""https://dev.adroot.io/auth/signin"")",Chrome 98.0.4758.102,,,2022-03-01 10:36:49,2022-03-01 10:36:51,2.025s,PASSED
"click(findTestObject(""Login wtih Facebook/Page_AdRoot  Login/div_Sign In_login-icon""))",Chrome 98.0.4758.102,,,2022-03-01 10:36:51,2022-03-01 10:36:52,0.834s,PASSED
"switchToWindowTitle(""Facebook"")",Chrome 98.0.4758.102,,,2022-03-01 10:36:52,2022-03-01 10:36:54,1.441s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Facebook/input_Email or phone_email""), ""makronmanuel01@gmail.com"")",Chrome 98.0.4758.102,,,2022-03-01 10:36:54,2022-03-01 10:36:55,0.792s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_Facebook/input_Password_pass""), ""sdVWhQOwjgjxxHejC0ycFw=="")",Chrome 98.0.4758.102,,,2022-03-01 10:36:55,2022-03-01 10:36:55,0.710s,PASSED
