Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SignUp with packages,Chrome 99.0.4844.51,,,2022-03-11 11:03:59,2022-03-11 11:07:47,3m - 48.411s,FAILED
,,,,,,,
Test Cases/SignUp/Sign-up with email/Sig-up email-free-from landing,Chrome 99.0.4844.51,,signup,2022-03-11 11:03:59,2022-03-11 11:04:50,50.260s,PASSED
"openBrowser("""")",Chrome 99.0.4844.51,,,2022-03-11 11:04:00,2022-03-11 11:04:03,3.575s,PASSED
"setViewPortSize(1700, 900)",Chrome 99.0.4844.51,,,2022-03-11 11:04:03,2022-03-11 11:04:03,0.156s,PASSED
"navigateToUrl(""http://adroot.io/"")",Chrome 99.0.4844.51,,,2022-03-11 11:04:03,2022-03-11 11:04:09,5.481s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot Ad Manager - One Place To Manag_7de57e/button_AGREE""))",Chrome 99.0.4844.51,,,2022-03-11 11:04:09,2022-03-11 11:04:13,3.964s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot Ad Manager - One Place To Manag_7de57e/a_Pricing""))",Chrome 99.0.4844.51,,,2022-03-11 11:04:13,2022-03-11 11:04:14,1.548s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_Pricing - AdRoot Ad Manager/a_Sign Up""))",Chrome 99.0.4844.51,,,2022-03-11 11:04:14,2022-03-11 11:04:19,4.191s,PASSED
"setText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_First name_first_name""), ""Ruzan"")",Chrome 99.0.4844.51,,,2022-03-11 11:04:19,2022-03-11 11:04:20,1.009s,PASSED
"setText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_Last name_last_name""), ""Test"")",Chrome 99.0.4844.51,,,2022-03-11 11:04:20,2022-03-11 11:04:20,0.753s,PASSED
"setText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_E-mail_email""), ""runayan@gmail.com"")",Chrome 99.0.4844.51,,,2022-03-11 11:04:20,2022-03-11 11:04:21,0.776s,PASSED
"setEncryptedText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_Password_password""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 99.0.4844.51,,,2022-03-11 11:04:21,2022-03-11 11:04:22,0.634s,PASSED
"setEncryptedText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_Confirm password_confirm""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 99.0.4844.51,,,2022-03-11 11:04:22,2022-03-11 11:04:23,0.795s,PASSED
"click(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/div_Confirm password_checkbox""))",Chrome 99.0.4844.51,,,2022-03-11 11:04:23,2022-03-11 11:04:23,0.580s,PASSED
"click(findTestObject(""SignUp/SignUp with email/Page_AdRoot  Sign up/button_Sign up""))",Chrome 99.0.4844.51,,,2022-03-11 11:04:23,2022-03-11 11:04:24,0.436s,PASSED
"Ms = verifyTextPresent(""The E-mail address exists."", false)",Chrome 99.0.4844.51,,,2022-03-11 11:04:24,2022-03-11 11:04:24,0.321s,PASSED
"if (Ms.equals(""true""))",Chrome 99.0.4844.51,,,2022-03-11 11:04:24,2022-03-11 11:04:25,1.293s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot  Dashboard/a_Campaigns""))",Chrome 99.0.4844.51,,,2022-03-11 11:04:25,2022-03-11 11:04:28,2.855s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot  Campaigns/div_Create""))",Chrome 99.0.4844.51,,,2022-03-11 11:04:28,2022-03-11 11:04:30,2.046s,PASSED
"click(findTestObject(""Object Repository/Choose packages/basic package/Page_AdRoot  Create Campaign Steps/span_Campaign name""))",Chrome 99.0.4844.51,,,2022-03-11 11:04:30,2022-03-11 11:04:33,2.937s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Campaigns/div_Account""))",Chrome 99.0.4844.51,,,2022-03-11 11:04:33,2022-03-11 11:04:35,1.996s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Campaigns/div_My Account""))",Chrome 99.0.4844.51,,,2022-03-11 11:04:35,2022-03-11 11:04:37,2.021s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Campaigns/div_Account settings""))",Chrome 99.0.4844.51,,,2022-03-11 11:04:37,2022-03-11 11:04:39,2.050s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Campaigns/button_Delete my Account""))",Chrome 99.0.4844.51,,,2022-03-11 11:04:39,2022-03-11 11:04:41,1.960s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Dashboard/div_Fill in your password_input-content""))",Chrome 99.0.4844.51,,,2022-03-11 11:04:41,2022-03-11 11:04:43,2.029s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Dashboard/input_Fill in your password_custom-input""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 99.0.4844.51,,,2022-03-11 11:04:43,2022-03-11 11:04:45,2.054s,PASSED
"click(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Campaigns/button_Deleting Account""))",Chrome 99.0.4844.51,,,2022-03-11 11:04:45,2022-03-11 11:04:47,1.927s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Choose packages/Page_AdRoot  Login/h2_Login into your account""), 0)",Chrome 99.0.4844.51,,,2022-03-11 11:04:47,2022-03-11 11:04:49,1.878s,PASSED
closeBrowser(),Chrome 99.0.4844.51,,,2022-03-11 11:04:49,2022-03-11 11:04:50,0.624s,PASSED
,,,,,,,
Test Cases/SignUp/Sign-up with email/SignUp with email and basic,Chrome 99.0.4844.51,,SignUp,2022-03-11 11:04:50,2022-03-11 11:05:48,58.678s,PASSED
"openBrowser("""")",Chrome 99.0.4844.51,,,2022-03-11 11:04:50,2022-03-11 11:04:51,1.200s,PASSED
"setViewPortSize(1600, 900)",Chrome 99.0.4844.51,,,2022-03-11 11:04:51,2022-03-11 11:04:51,0.135s,PASSED
"navigateToUrl(""https://app.adroot.io/auth/signin"")",Chrome 99.0.4844.51,,,2022-03-11 11:04:51,2022-03-11 11:05:01,9.277s,PASSED
"click(findTestObject(""Object Repository/SignUp/Page_AdRoot  Login/a_Sign up now""))",Chrome 99.0.4844.51,,,2022-03-11 11:05:01,2022-03-11 11:05:01,0.654s,PASSED
"setText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_First name_first_name""), ""Ruzan"")",Chrome 99.0.4844.51,,,2022-03-11 11:05:01,2022-03-11 11:05:03,1.202s,PASSED
"setText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_Last name_last_name""), ""Test"")",Chrome 99.0.4844.51,,,2022-03-11 11:05:03,2022-03-11 11:05:03,0.679s,PASSED
"setText(findTestObject(""Object Repository/SignUp/Page_AdRoot  Sign up/input_E-mail_email""), ""runayan@gmail.com"")",Chrome 99.0.4844.51,,,2022-03-11 11:05:03,2022-03-11 11:05:04,0.755s,PASSED
