Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pause campaign-both,Chrome 98.0.4758.82,,,2022-02-18 10:50:48,2022-02-18 10:54:15,3m - 26.982s,FAILED
,,,,,,,
Test Cases/Everyday campaign pause/App-pause campaign,Chrome 98.0.4758.82,,Pause,2022-02-18 10:50:48,2022-02-18 10:51:11,22.969s,PASSED
"openBrowser("""")",Chrome 98.0.4758.82,,,2022-02-18 10:50:49,2022-02-18 10:50:51,2.234s,PASSED
"navigateToUrl(""https://app.adroot.io/auth/signin"")",Chrome 98.0.4758.82,,,2022-02-18 10:50:51,2022-02-18 10:50:53,1.835s,PASSED
"setText(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Login/input_E-mail_email""), ""makronmanuel01@gmail.com"")",Chrome 98.0.4758.82,,,2022-02-18 10:50:53,2022-02-18 10:50:54,0.940s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Login/input_Password_password""), ""9juLMCYi8sYpY2Mrwe5diw=="")",Chrome 98.0.4758.82,,,2022-02-18 10:50:54,2022-02-18 10:50:54,0.645s,PASSED
"sendKeys(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Login/input_Password_password""), Keys.chord(ENTER))",Chrome 98.0.4758.82,,,2022-02-18 10:50:54,2022-02-18 10:50:55,0.524s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/img""))",Chrome 98.0.4758.82,,,2022-02-18 10:50:55,2022-02-18 10:50:56,1.736s,PASSED
"click(findTestObject(""App-Create campaign/Page_AdRoot  Campaigns/div_By Ruzan (app)""))",Chrome 98.0.4758.82,,,2022-02-18 10:50:56,2022-02-18 10:50:57,0.479s,PASSED
"click(findTestObject(""Pause dev campaign/Page_AdRoot  Dashboard/a_Campaigns""))",Chrome 98.0.4758.82,,,2022-02-18 10:50:57,2022-02-18 10:51:00,2.712s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/div_Campaign View""))",Chrome 98.0.4758.82,,,2022-02-18 10:51:00,2022-02-18 10:51:01,1.246s,PASSED
"click(findTestObject(""Object Repository/Pause dev campaign/Page_AdRoot  Campaigns/div_PAUSED_tree-dots dots-blue""))",Chrome 98.0.4758.82,,,2022-02-18 10:51:01,2022-02-18 10:51:02,1.063s,PASSED
